rank,gender,age,follows,region,listen_count
6,Male,31,36,北京市 ,681
9,Male,25,51,安徽省 - 合肥市,9826
8,Male,17,196,甘肃省 - 平凉市,5146
6,Female,,3,山东省 - 济南市,811
6,Male,18,6,广东省 - 湛江市,965
8,Male,,50,广东省 - 深圳市,6735
7,Female,22,24,江苏省 - 苏州市,1581
6,Male,20,18,广东省 - 河源市,946
6,Male,21,48,四川省 - 乐山市,769
9,Male,23,91,福建省 - 泉州市,31631
3,Female,,14,湖南省 - 长沙市,105
6,Male,,18,,887
5,Male,,14,山东省 - 青岛市,214
6,Female,,1,浙江省 - 温州市,1298
8,Male,21,75,江苏省 - 无锡市,3073
7,Female,,18,广东省 - 深圳市,1224
7,Male,,20,辽宁省 - 辽阳市,1401
6,Male,21,38,安徽省 - 安庆市,600
7,Male,28,95,江西省 - 上饶市,2964
8,Male,,19,陕西省 - 西安市,3149
8,Male,22,48,北京市 ,4244
8,Male,23,87,江苏省 - 南京市,5179
7,Male,,56,江苏省 - 徐州市,2914
7,Male,,74,江苏省 - 徐州市,1812
8,Female,,14,,3842
8,Male,27,128,安徽省 - 合肥市,6289
8,Female,,10,河南省 - 郑州市,3219
8,Male,,58,安徽省 - 宣城市,6194
7,Male,19,11,山东省 - 临沂市,1326
6,Female,,31,吉林省 - 吉林市,514
6,Female,,75,,879
7,Male,,48,,1606
6,Male,,24,江苏省 - 盐城市,919
7,Male,,5,广东省 - 肇庆市,1673
7,Male,2,28,内蒙古 - 鄂尔多斯市,1601
8,Male,26,375,陕西省 - 西安市,3464
7,Female,26,58,山东省 - 济南市,2913
8,Male,23,104,河北省 - 石家庄市,3699
8,Male,22,34,江苏省 - 淮安市,4619
8,Female,23,50,海外 - 玻利维亚,4421
6,Male,,12,贵州省 - 贵阳市,696
6,Female,20,49,天津市 ,665
7,Female,,19,,1715
6,Female,21,9,山东省 - 临沂市,800
6,Male,,23,湖北省 - 武汉市,404
8,Male,24,46,辽宁省 - 大连市,3287
8,Male,,37,山东省 - 青岛市,3839
7,Female,22,3,陕西省 - 西安市,2558
8,Male,20,186,山东省 - 济南市,5698
8,Female,20,118,河南省 - 鹤壁市,4946
7,Female,28,166,山东省 - 莱芜市,1965
5,Female,,29,河北省 - 廊坊市,210
7,Female,19,65,云南省 - 大理白族自治州,2263
7,Female,,140,,2648
2,Female,,7,北京市 ,45
8,Male,,926,,3437
8,Male,26,33,吉林省 - 长春市,5306
7,Female,,11,江苏省 - 徐州市,1932
8,Male,23,29,山东省 - 泰安市,4356
7,Female,,39,,1779
8,Female,,35,,3930
5,Female,,7,甘肃省 - 兰州市,252
8,Female,,23,,4372
7,Male,23,19,北京市 ,1602
7,Male,29,66,浙江省 - 杭州市,2498
7,Male,21,27,山东省 - 菏泽市,1507
9,Male,25,42,吉林省 - 长春市,8723
7,Male,,14,广东省 - 广州市,1700
8,Male,,77,浙江省 - 金华市,3488
5,Female,,0,黑龙江省 - 绥化市,275
7,Male,21,111,吉林省 - 长春市,1683
7,Female,,17,天津市 ,1612
7,Male,,58,,2789
9,Female,22,78,湖北省 - 武汉市,8669
7,Male,,8,甘肃省 - 兰州市,1035
8,Male,20,506,湖南省 - 衡阳市,5298
5,Male,,12,四川省 - 成都市,253
7,Male,,11,江西省 - 南昌市,2109
7,Male,24,22,湖北省 - 武汉市,1817
7,Female,,29,浙江省 - 杭州市,2236
7,Male,27,71,湖南省 - 岳阳市,1225
8,Female,,53,河南省 - 信阳市,3269
6,Male,31,12,甘肃省 - 白银市,530
6,Female,,6,北京市 ,1233
8,Female,,17,,4489
5,Female,23,31,河北省 - 邢台市,254
8,Male,24,133,陕西省 - 西安市,6486
7,Female,,53,河南省 - 濮阳市,2255
8,Female,24,80,海外 - 新加坡,3500
6,Female,,7,河南省 - 洛阳市,744
7,Female,,55,海外 - 丹麦,1057
8,Female,32,35,台湾省 - 台北市,5014
7,Male,26,8,天津市 ,1097
8,Female,,23,陕西省 - 安康市,3971
8,Male,28,165,湖南省 - 衡阳市,4599
9,Female,3,294,海外 - 其它,9203
7,Female,,24,内蒙古 - 包头市,2239
7,Female,,16,,1109
6,Male,,22,江苏省 - 徐州市,764
8,Male,,19,广东省 - 广州市,3978
5,Male,,4,海外 - 意大利,232
6,Female,18,2,海外 - 英国,834
7,Female,21,114,内蒙古 - 通辽市,1895
7,Male,,120,北京市 ,1940
7,Female,,43,云南省 - 曲靖市,2351
7,Male,21,165,江西省 - 南昌市,2195
8,Female,67,36,北京市 ,3130
7,Female,,55,湖北省 - 武汉市,1511
8,Male,,0,广东省 - 深圳市,4091
7,Female,,47,天津市 ,1086
8,Male,23,99,河北省 - 唐山市,3506
7,Female,31,34,北京市 ,1944
6,Male,,23,安徽省 - 芜湖市,579
7,Male,,20,四川省 - 眉山市,2114
7,Male,20,33,海外 - 美国,1086
7,Male,,2,,2382
4,Male,,8,河南省 - 南阳市,141
8,Female,,71,,4559
7,Male,25,27,四川省 - 成都市,2483
7,Male,,2,北京市 ,4327
5,Male,,22,湖南省 - 长沙市,286
8,Male,,63,上海市 ,4185
7,Female,1,115,海外 - 孟加拉,2315
8,Male,32,217,山东省 - 青岛市,7156
7,Male,,11,,1639
7,Female,26,15,四川省 - 成都市,2841
8,Male,,169,,5716
7,Male,,6,河北省 - 保定市,1695
9,Male,24,65,四川省 - 成都市,9556
9,Male,29,108,山东省 - 烟台市,12002
7,Male,20,25,甘肃省 - 定西市,1673
7,Female,21,33,四川省 - 成都市,1498
8,Male,,21,山东省 - 淄博市,3248
8,Female,,17,浙江省 - 杭州市,7662
8,Female,,6,,4702
7,Female,,23,江苏省 - 苏州市,2257
8,Male,28,88,北京市 ,3619
7,Male,24,53,贵州省 - 贵阳市,2325
7,Female,20,14,江西省 - 赣州市,2266
6,Male,16,14,山东省 - 泰安市,622
8,Male,,78,云南省 - 昆明市,5330
7,Male,28,13,上海市 ,1600
8,Male,20,85,上海市 ,7349
7,Female,18,55,海外 - 匈牙利,2220
9,Male,,50,,9057
5,Male,,6,安徽省 - 合肥市,345
8,Female,23,42,陕西省 - 汉中市,3141
8,Female,19,94,浙江省 - 温州市,3869
6,Male,,9,江苏省 - 常州市,462
8,Male,,82,江苏省 - 南京市,3137
7,Male,23,51,北京市 ,1148
7,Male,,10,广东省 - 佛山市,1546
7,Male,,63,,2067
6,Female,21,128,海外 - 美国,728
7,Male,,22,上海市 ,1497
7,Male,33,71,甘肃省 - 酒泉市,1235
6,Male,20,17,江西省 - 上饶市,768
7,Male,24,19,吉林省 - 长春市,2533
7,Female,21,13,云南省 - 丽江市,2089
6,Male,,4,山东省 - 临沂市,522
2,Male,,12,甘肃省 - 兰州市,67
8,Female,,12,青海省 - 西宁市,3931
8,Female,,18,,4649
5,Male,,21,山东省 - 德州市,570
3,Female,,13,北京市 ,124
7,Female,23,43,江苏省 - 南京市,1451
8,Female,28,0,广东省 - 深圳市,3558
10,Female,24,23,新疆 - 伊犁哈萨克自治州,33273
7,Female,,52,天津市 ,1024
7,Female,,65,北京市 ,2926
5,Female,,7,浙江省 - 金华市,352
8,Female,,63,,7131
7,Male,23,51,天津市 ,2061
7,Female,18,50,福建省 - 泉州市,1428
7,Male,,11,陕西省 - 西安市,1377
7,Male,,12,广东省 - 广州市,1365
7,Male,31,101,北京市 ,1184
7,Male,22,20,云南省 - 昆明市,1736
7,Female,,3,贵州省 - 贵阳市,1686
8,Male,27,60,陕西省 - 西安市,4691
7,Male,27,13,浙江省 - 杭州市,2179
6,Female,,98,,718
7,Male,,10,湖南省 - 长沙市,1364
8,Female,,234,西藏 - 拉萨市,3340
8,Male,,507,,6565
8,Male,25,23,安徽省 - 滁州市,3353
7,Male,,27,浙江省 - 杭州市,2689
8,Male,,89,,6349
7,Male,,104,,2111
7,Male,,33,安徽省 - 安庆市,2579
6,Male,24,87,云南省 - 昆明市,813
8,Female,,38,黑龙江省 - 大兴安岭地区,6459
8,Male,28,168,北京市 ,5280
7,Female,23,232,云南省 - 曲靖市,2662
7,Male,98,23,河北省 - 邯郸市,1149
8,Female,,97,,5422
8,Male,23,52,海外 - 冰岛,4075
6,Male,,15,安徽省 - 安庆市,437
7,Male,,19,湖北省 - 宜昌市,1386
7,Male,20,49,四川省 - 成都市,1725
7,Male,,4,,2174
7,Male,24,28,北京市 ,1792
6,Female,19,58,黑龙江省 - 齐齐哈尔市,999
7,Male,,105,江苏省 - 南京市,2069
7,Female,,160,,1286
9,Male,25,121,上海市 ,9390
7,Female,21,42,广东省 - 梅州市,2971
7,Male,20,19,山东省 - 泰安市,1221
9,Male,26,765,山东省 - 青岛市,13537
2,Male,,0,安徽省 - 合肥市,65
8,Male,16,65,浙江省 - 宁波市,3763
6,Male,28,13,湖北省 - 黄冈市,962
7,Male,,49,宁夏 - 银川市,2390
7,Female,21,72,陕西省 - 西安市,2426
7,Male,,87,陕西省 - 西安市,1518
7,Male,24,21,江苏省 - 淮安市,2142
7,Female,,6,江西省 - 鹰潭市,1775
8,Male,30,79,广东省 - 深圳市,4918
7,Male,18,73,湖南省 - 邵阳市,1575
6,Male,26,5,陕西省 - 西安市,541
7,Female,99,16,广东省 - 深圳市,1941
5,Male,27,22,吉林省 - 长春市,246
9,Male,25,99,广东省 - 广州市,9527
9,Male,16,43,山西省 - 临汾市,16681
5,Male,23,6,湖北省 - 武汉市,283
7,Male,,261,辽宁省 - 丹东市,2442
7,Female,,31,天津市 ,1079
7,Male,29,59,上海市 ,1786
7,Male,22,24,河北省 - 石家庄市,1344
6,Male,16,8,宁夏 - 吴忠市,977
9,Male,21,778,江苏省 - 南京市,8537
8,Male,24,22,河北省 - 石家庄市,4890
8,Male,21,37,江西省 - 九江市,4199
8,Female,26,103,云南省 - 大理白族自治州,3456
7,Female,,21,北京市 ,2186
7,Female,,17,青海省 - 西宁市,1879
6,Male,21,23,北京市 ,478
8,Female,19,15,安徽省 - 阜阳市,3448
8,Male,28,105,安徽省 - 合肥市,7644
6,Male,,10,辽宁省 - 抚顺市,699
8,Male,20,24,四川省 - 成都市,4432
7,Female,,37,山西省 - 大同市,2513
8,Male,18,463,海外 - 加拿大,3168
7,Male,21,73,浙江省 - 温州市,1605
7,Male,,26,江西省 - 赣州市,2122
8,Male,,34,,3058
6,Female,,13,,880
6,Male,,15,,768
7,Female,3,77,黑龙江省 - 哈尔滨市,1823
7,Male,21,61,河北省 - 邯郸市,2262
7,Male,19,294,陕西省 - 咸阳市,1265
5,Female,,29,山东省 - 烟台市,364
5,Male,21,14,河北省 - 保定市,284
6,Male,,21,河南省 - 焦作市,633
7,Male,18,66,陕西省 - 宝鸡市,3939
7,Male,,94,湖北省 - 武汉市,1698
7,Male,,104,广东省 - 广州市,1244
4,Male,20,55,天津市 ,219
8,Male,,86,,3393
6,Male,,24,广西 - 南宁市,535
7,Female,,18,湖南省 - 湘潭市,1600
8,Male,,21,广东省 - 广州市,3425
9,Female,,107,,10221
6,Female,,29,甘肃省 - 兰州市,441
7,Female,,37,,2580
8,Female,24,200,福建省 - 福州市,4452
9,Male,22,328,黑龙江省 - 大庆市,11228
7,Male,29,108,山东省 - 临沂市,1064
7,Female,,53,,2569
6,Male,,6,贵州省 - 贵阳市,458
8,Female,20,358,黑龙江省 - 齐齐哈尔市,5854
7,Male,28,64,北京市 ,1219
5,Female,,12,重庆市 ,202
6,Female,19,39,辽宁省 - 沈阳市,989
7,Male,26,8,山西省 - 太原市,1709
8,Male,23,24,重庆市 ,4423
7,Female,21,42,安徽省 - 马鞍山市,2003
6,Male,20,18,甘肃省 - 平凉市,965
7,Male,,23,山东省 - 莱芜市,2083
8,Male,23,33,广东省 - 广州市,6093
8,Female,26,16,福建省 - 莆田市,3156
7,Female,,12,北京市 ,1127
8,Female,20,58,贵州省 - 贵阳市,4023
7,Male,25,27,河南省 - 焦作市,1138
7,Male,22,53,上海市 ,2211
5,Male,,57,北京市 ,203
8,Female,,9,四川省 - 成都市,5587
9,Female,22,116,广东省 - 珠海市,10501
7,Male,,37,重庆市 ,1954
5,Female,20,69,安徽省 - 阜阳市,276
7,Female,,41,黑龙江省 - 哈尔滨市,1264
6,Male,,4,陕西省 - 西安市,761
8,Male,28,73,北京市 ,4694
8,Male,27,33,安徽省 - 宿州市,48794
7,Male,24,23,河南省 - 郑州市,1376
8,Male,,403,,5223
7,Male,,8,,1059
7,Male,23,8,广东省 - 广州市,1468
1,Male,,8,浙江省 - 杭州市,14
6,Female,26,17,山东省 - 青岛市,772
7,Male,,21,云南省 - 玉溪市,2281
8,Female,,42,福建省 - 莆田市,4526
8,Male,,281,甘肃省 - 兰州市,3197
7,Male,,23,重庆市 ,2755
6,Male,41,6,湖南省 - 湘西土家族苗族自治州,925
5,Female,,0,湖南省 - 长沙市,320
5,Female,,13,,748
6,Male,28,23,湖南省 - 邵阳市,534
8,Female,,182,,3739
6,Female,19,11,北京市 ,412
6,Male,,20,安徽省 - 合肥市,921
8,Male,29,39,陕西省 - 西安市,3179
8,Female,20,120,海外 - 其它,4841
8,Female,,58,山东省 - 莱芜市,3080
7,Male,,26,,1881
8,Male,,72,江苏省 - 苏州市,3340
9,Male,25,8,广东省 - 东莞市,8045
8,Female,,144,天津市 ,5123
7,Female,,27,,1707
8,Male,25,49,江苏省 - 南京市,5473
9,Male,27,116,江苏省 - 南京市,8414
7,Male,,122,黑龙江省 - 哈尔滨市,2043
7,Male,,65,广西 - 桂林市,2418
8,Male,28,274,陕西省 - 西安市,4880
8,Female,,84,海南省 - 海口市,4197
8,Male,24,125,海外 - 法国,3090
7,Male,,14,北京市 ,2091
6,Male,24,82,甘肃省 - 定西市,782
6,Female,,22,山东省 - 菏泽市,526
8,Female,24,50,北京市 ,3925
9,Female,,160,,11257
8,Male,,92,,3140
5,Female,23,9,重庆市 ,321
7,Female,22,154,海外 - 日本,1175
7,Female,,6,广东省 - 深圳市,1625
7,Female,,91,,1325
9,Female,,242,,15170
9,Male,,134,,11800
6,Female,,13,河南省 - 郑州市,412
6,Female,,34,,992
7,Male,24,47,四川省 - 成都市,2681
7,Male,28,10,广西 - 玉林市,2488
8,Male,,261,,6245
5,Female,20,25,河北省 - 秦皇岛市,281
6,Female,,6,辽宁省 - 大连市,534
6,Female,,14,重庆市 ,864
8,Female,22,45,山东省 - 青岛市,4531
7,Male,20,31,湖南省 - 长沙市,1020
7,Male,23,38,北京市 ,1984
7,Male,22,63,辽宁省 - 沈阳市,2141
6,Male,28,18,河北省 - 保定市,428
7,Female,,40,广东省 - 深圳市,1819
6,Male,,15,北京市 ,999
6,Male,,6,北京市 ,966
2,Female,,8,江苏省 - 南京市,76
7,Male,26,48,陕西省 - 西安市,2776
7,Male,,19,北京市 ,1149
8,Female,23,80,辽宁省 - 沈阳市,3930
7,Male,,4,,2943
8,Female,,24,,3357
7,Male,26,26,江苏省 - 南京市,1442
7,Female,25,31,河北省 - 邢台市,2324
8,Male,26,40,江苏省 - 南京市,3186
7,Female,,3,天津市 ,1210
7,Male,,65,北京市 ,1537
7,Female,23,17,安徽省 - 安庆市,1385
7,Male,20,59,北京市 ,2036
8,Male,,465,,3133
7,Male,21,42,北京市 ,1533
8,Male,,142,吉林省 - 吉林市,4001
7,Female,,8,四川省 - 成都市,1453
8,Male,,35,,4212
7,Male,28,28,辽宁省 - 沈阳市,1762
7,Male,,63,,2662
8,Female,23,45,湖南省 - 长沙市,4092
6,Female,,9,四川省 - 泸州市,703
8,Female,22,120,湖北省 - 武汉市,5212
7,Male,,48,广东省 - 广州市,2094
4,Female,,0,辽宁省 - 沈阳市,132
8,Male,25,47,福建省 - 厦门市,3787
6,Female,,4,云南省 - 昆明市,589
7,Male,28,82,河北省 - 廊坊市,1087
7,Male,36,4,山西省 - 太原市,1480
9,Male,20,652,江苏省 - 南通市,9514
8,Male,,41,陕西省 - 西安市,5816
8,Female,27,47,广东省 - 深圳市,3652
7,Female,,22,上海市 ,1024
7,Male,21,73,河南省 - 三门峡市,1152
5,Female,,9,广东省 - 广州市,237
8,Male,26,23,浙江省 - 台州市,5556
9,Female,,91,,13598
7,Male,20,188,安徽省 - 巢湖市,2370
6,Female,18,22,重庆市 ,698
3,Male,,14,四川省 - 成都市,118
6,Female,,12,,902
6,Female,,17,江苏省 - 南京市,2589
5,Male,,9,江苏省 - 盐城市,389
4,Male,,6,四川省 - 成都市,164
7,Female,21,16,河南省 - 郑州市,2278
8,Female,,7,,4870
7,Female,20,581,江西省 - 萍乡市,2645
9,Male,20,17,广东省 - 中山市,11651
6,Male,,8,河南省 - 驻马店市,906
8,Male,,24,安徽省 - 合肥市,3873
7,Male,24,118,山西省 - 太原市,1159
6,Male,19,16,云南省 - 普洱市,706
7,Female,20,4,河南省 - 新乡市,1510
7,Female,,37,,1575
8,Female,22,294,河北省 - 秦皇岛市,4809
1,Male,20,6,河北省 - 衡水市,25
8,Male,30,40,江苏省 - 常州市,4854
3,Female,,6,北京市 ,108
7,Male,23,27,贵州省 - 贵阳市,1352
8,Male,26,22,黑龙江省 - 牡丹江市,3455
7,Female,,4,云南省 - 临沧市,1677
8,Male,21,52,四川省 - 成都市,5266
8,Male,26,330,西藏 - 拉萨市,3009
7,Male,27,8,广东省 - 汕头市,1914
6,Female,,10,山东省 - 潍坊市,805
7,Female,,6,,6060
5,Female,,8,甘肃省 - 兰州市,741
7,Male,23,20,北京市 ,2897
7,Male,23,13,山东省 - 泰安市,1967
7,Female,19,25,上海市 ,1414
8,Female,,8,,3204
8,Male,28,48,香港 ,3260
7,Male,22,23,河北省 - 石家庄市,2950
8,Female,,77,,4490
7,Male,22,47,上海市 ,2745
7,Male,21,30,湖南省 - 株洲市,2181
6,Female,,107,西藏 - 拉萨市,704
6,Female,23,14,上海市 ,433
8,Female,,30,浙江省 - 宁波市,4361
3,Female,,7,河北省 - 廊坊市,92
7,Male,20,22,河北省 - 保定市,1782
5,Female,,24,陕西省 - 西安市,222
6,Female,,6,浙江省 - 金华市,863
8,Female,,40,湖北省 - 武汉市,3279
6,Female,,82,广东省 - 梅州市,624
6,Male,,25,辽宁省 - 本溪市,533
9,Male,24,770,海外 - 荷兰,14421
8,Female,,53,重庆市 ,5229
6,Female,,28,上海市 ,545
7,Female,,12,陕西省 - 西安市,1781
4,Male,,6,河南省 - 周口市,146
6,Female,,23,,689
7,Male,,50,,2219
7,Male,,16,四川省 - 成都市,1216
8,Female,,62,,3793
6,Male,,22,北京市 ,1484
9,Male,,10,,10638
7,Male,,24,海外 - 阿尔及利亚,1143
7,Male,20,37,河北省 - 邢台市,1151
8,Female,,18,湖北省 - 武汉市,3434
8,Male,18,101,江西省 - 上饶市,5018
7,Female,,42,,2608
6,Male,20,11,广西 - 南宁市,1567
6,Male,21,6,河北省 - 秦皇岛市,1244
6,Female,20,9,广东省 - 汕头市,545
7,Male,21,11,河南省 - 郑州市,1787
8,Female,21,13,浙江省 - 杭州市,3227
5,Male,17,37,陕西省 - 咸阳市,595
9,Male,20,92,江苏省 - 常州市,8388
8,Female,24,37,云南省 - 玉溪市,3249
8,Female,,58,海外 - 丹麦,3524
7,Male,20,75,河南省 - 濮阳市,1244
9,Female,27,89,上海市 ,10622
7,Female,,76,四川省 - 成都市,2250
6,Female,,23,四川省 - 成都市,888
8,Male,31,73,江苏省 - 盐城市,4357
6,Male,26,18,河北省 - 廊坊市,518
7,Male,24,8,四川省 - 达州市,1058
6,Female,,16,江苏省 - 南京市,678
7,Female,,30,云南省 - 大理白族自治州,2182
8,Female,24,183,辽宁省 - 沈阳市,5999
5,Male,25,9,浙江省 - 杭州市,1932
8,Female,,118,上海市 ,3243
8,Female,21,20,宁夏 - 固原市,3603
7,Male,,4,江苏省 - 徐州市,2749
4,Female,,4,山东省 - 威海市,180
6,Female,,16,广东省 - 珠海市,886
7,Female,,20,重庆市 ,1013
9,Male,24,274,福建省 - 厦门市,8018
7,Male,21,6,海外 - 其它,1030
8,Male,23,17,河北省 - 唐山市,3221
7,Male,24,19,吉林省 - 长春市,1708
7,Female,29,14,湖北省 - 武汉市,2888
7,Male,25,138,海外 - 日本,2208
8,Male,,74,四川省 - 成都市,7111
6,Male,20,40,河南省 - 驻马店市,833
4,Female,23,11,湖北省 - 武汉市,183
3,Female,,7,广东省 - 佛山市,83
9,Male,21,100,上海市 ,8501
7,Male,22,68,河北省 - 邢台市,1726
6,Female,,7,湖南省 - 长沙市,604
7,Female,23,44,陕西省 - 宝鸡市,2067
7,Female,,26,新疆 - 乌鲁木齐市,2590
7,Female,,13,四川省 - 成都市,2653
8,Male,21,266,辽宁省 - 丹东市,4082
6,Female,,4,河南省 - 郑州市,582
8,Female,32,14,江苏省 - 南京市,3024
7,Male,,40,天津市 ,2068
7,Female,,60,湖北省 - 黄冈市,1745
7,Male,22,30,辽宁省 - 大连市,1227
7,Male,20,64,北京市 ,1854
9,Male,21,96,江苏省 - 南京市,8278
7,Female,,13,四川省 - 成都市,2798
8,Male,19,31,四川省 - 成都市,3698
6,Male,19,9,河南省 - 安阳市,587
7,Male,18,44,山西省 - 晋中市,2735
4,Male,,9,陕西省 - 西安市,176
6,Female,19,37,海外 - 其它,864
5,Male,,12,广东省 - 深圳市,876
4,Female,17,55,河北省 - 沧州市,178
6,Female,,4,甘肃省 - 陇南市,583
7,Male,,15,甘肃省 - 陇南市,1820
7,Female,,23,河北省 - 石家庄市,1314
5,Female,,6,广东省 - 广州市,365
8,Male,21,50,四川省 - 成都市,5547
8,Male,23,7,四川省 - 成都市,4853
6,Female,,15,内蒙古 - 呼和浩特市,605
6,Male,,47,河北省 - 廊坊市,499
7,Female,29,84,北京市 ,2795
7,Female,21,167,山东省 - 泰安市,1557
8,Female,,113,四川省 - 凉山彝族自治州,3897
8,Male,21,55,湖北省 - 咸宁市,4834
6,Male,,9,山东省 - 东营市,639
8,Female,,5,江苏省 - 南京市,5501
6,Female,,24,西藏 - 拉萨市,754
6,Male,,13,上海市 ,680
6,Male,23,3,北京市 ,752
7,Male,26,26,山东省 - 德州市,2978
5,Male,16,14,云南省 - 西双版纳傣族自治州,1224
6,Male,17,44,辽宁省 - 辽阳市,502
5,Male,30,62,陕西省 - 西安市,361
6,Male,,9,北京市 ,832
6,Male,24,5,山东省 - 济南市,533
8,Male,,177,,3269
6,Female,20,50,河南省 - 新乡市,821
8,Female,21,117,江苏省 - 南京市,4258
7,Male,23,25,湖北省 - 武汉市,1148
7,Female,,54,,1813
7,Male,24,21,湖北省 - 武汉市,2321
9,Male,,36,,8331
8,Female,22,105,海外 - 芬兰,3148
6,Female,20,8,山东省 - 泰安市,1280
8,Female,,75,,5359
6,Male,,51,甘肃省 - 兰州市,1260
6,Female,18,21,广东省 - 深圳市,902
5,Male,,20,山东省 - 菏泽市,395
7,Female,21,12,辽宁省 - 大连市,1371
7,Female,,9,河北省 - 石家庄市,2045
9,Male,25,142,安徽省 - 六安市,12086
5,Female,,42,北京市 ,342
7,Female,21,55,安徽省 - 合肥市,1124
9,Female,,32,辽宁省 - 沈阳市,8832
8,Female,19,96,湖南省 - 常德市,3455
7,Female,20,108,河南省 - 濮阳市,2050
7,Male,,99,江苏省 - 徐州市,1641
7,Male,24,13,陕西省 - 西安市,1564
7,Male,23,37,江苏省 - 徐州市,1316
7,Female,,79,海外 - 缅甸,1297
8,Male,25,233,山西省 - 太原市,5581
6,Female,,58,甘肃省 - 兰州市,933
7,Female,20,40,河北省 - 承德市,1230
9,Female,,42,,13998
6,Female,,20,贵州省 - 黔东南苗族侗族自治州,669
6,Female,,54,,717
8,Male,,13,四川省 - 资阳市,3589
9,Male,,24,四川省 - 成都市,8790
9,Female,21,123,北京市 ,9987
7,Male,22,36,江西省 - 抚州市,2110
7,Male,,18,安徽省 - 滁州市,2384
7,Male,22,57,吉林省 - 长春市,2330
7,Male,,114,,1177
7,Female,21,4,广东省 - 深圳市,2128
8,Male,21,12,山西省 - 太原市,3918
8,Female,27,56,广东省 - 深圳市,6837
6,Male,,10,福建省 - 福州市,783
6,Male,,5,福建省 - 厦门市,894
7,Male,,12,北京市 ,1426
7,Female,23,56,北京市 ,1813
8,Female,26,108,湖北省 - 武汉市,6120
7,Male,,30,广东省 - 广州市,1206
6,Female,22,47,江西省 - 南昌市,745
8,Female,,58,河南省 - 新乡市,3772
7,Male,22,98,山东省 - 青岛市,1022
7,Male,,85,,1527
8,Female,,48,,4339
9,Male,25,170,重庆市 ,10860
8,Male,21,45,北京市 ,4550
6,Female,19,85,云南省 - 昆明市,901
