用户ID,评论时间,点赞总数,评论内容
"84007695,2018-01-07 07:27:23,0,哦哦谢谢+"
"297435185,2017-04-05 23:34:44,0,理解错了[大哭]+"
"297435185,2017-04-05 23:33:56,0,歌词里的是北京的吧[呆]+"
"65763000,2017-04-05 23:07:32,5,合肥也有一个鼓楼，也有很多平凡的人。后面是合肥最奢侈的银泰，很多平凡人在里面装着b。+"
"370603007,2017-04-05 23:05:03,2,不知道为什么，听这个歌，就特别想去西安…也许有一天我真的到了西安，听着这首歌，不知道什么心情+"
"81566182,2017-04-05 22:57:58,1,宁波也有鼓楼[大哭]+"
"133669755,2017-04-05 22:45:03,4,前天晚上去鼓楼啦，正好放的你的这首歌。坐在后海的酒吧里，唱的还是你的民谣[爱心]+"
"268699674,2017-04-05 22:22:19,0,帮你一把+"
"3838732,2017-04-05 22:15:44,2,被室友安利了这首歌~+"
"3838732,2017-04-05 22:14:26,0,哎呀不小心看到了+"
"300905913,2017-04-05 21:47:52,2,悄悄说在这里，我其实好想抱着雷子撒个娇。+"
"99533283,2017-04-05 21:42:15,1,祝福祝福+"
"396147903,2017-04-05 21:37:54,0,six。six。six+"
"65596073,2017-04-05 19:21:14,1,哈哈+"
"65596073,2017-04-05 19:20:53,1,我去西安玩了三天，西安还不错[大笑]+"
"357051015,2017-04-05 18:52:17,3,唱民谣的赵雷最帅+"
"75783517,2017-04-05 18:45:51,1,哈哈哈+"
"402175320,2017-04-05 18:45:21,0,我知道啊，川农不就在雅安吗，他们还说川农占了半个雅安呢+"
"75783517,2017-04-05 18:44:30,0,你是哪的+"
"75783517,2017-04-05 18:44:20,0,你不晓得雅安？+"
"127090573,2017-04-05 18:37:42,0,震惊：男默女泪，街头某男子丧心病狂跪地乞讨居然是为了得到另一个男人的一样东西。+"
"38549289,2017-10-23 14:55:28,1,听着这味道确实很像It never rains in southern california的，歌词含义就差距很大了+"
"600059384,2017-10-23 14:53:51,0,加油咯+"
"600059384,2017-10-23 14:53:31,0,好+"
"124349832,2017-10-23 14:41:29,2,我是个沉默不语的，靠着车窗想念你的乘客+"
"296393087,2017-10-23 14:38:38,0,👌  快到了+"
"338066197,2017-10-23 14:38:00,1,真想去鼓楼看看+"
"446830234,2017-10-23 14:37:05,0,注意安全+"
"446830234,2017-10-23 14:27:04,0,那祝你一路顺风+"
"296393087,2017-10-23 14:11:26,0,哈哈哈😉+"
"446830234,2017-10-23 14:11:01,0,哎呀呀，真叫人羡慕，还能坐一坐107+"
"296393087,2017-10-23 14:09:08,0,然后明天去鼓楼😊+"
"446830234,2017-10-23 14:08:20,0,那这首歌对你来说还真是应景+"
"296393087,2017-10-23 14:04:48,0,我在开往北京的火车上+"
"579533919,2017-10-23 14:01:11,0,她追我的    挺喜欢她大大咧咧的性格的+"
"446830234,2017-10-23 13:59:21,0,汉中的老乡+"
"296393087,2017-10-23 13:38:56,0,哈哈+"
"446830234,2017-10-23 13:38:14,0,居然看见了同城+"
"399056383,2017-10-23 13:31:40,2,挺好+"
"257080599,2017-10-23 13:13:02,4,今年一个人来到北京读研，第一次来北方，一切都是那么的陌生，偶尔也会感到孤单，一次在路上偶然听到这首歌，情不自禁就爱上了赵雷的声音，这是个拥挤的地方，而我却很平凡，很想早日遇见那个他，陪我一起去看不一样的风景。+"
"296393087,2017-10-23 12:50:57,4,我是个沉默不语的靠着车窗想念你的乘客+"
"297435185,2017-04-05 23:34:44,0,理解错了[大哭]+"
"297435185,2017-04-05 23:33:56,0,歌词里的是北京的吧[呆]+"
"65763000,2017-04-05 23:07:32,5,合肥也有一个鼓楼，也有很多平凡的人。后面是合肥最奢侈的银泰，很多平凡人在里面装着b。+"
"370603007,2017-04-05 23:05:03,2,不知道为什么，听这个歌，就特别想去西安…也许有一天我真的到了西安，听着这首歌，不知道什么心情+"
"81566182,2017-04-05 22:57:58,1,宁波也有鼓楼[大哭]+"
"133669755,2017-04-05 22:45:03,4,前天晚上去鼓楼啦，正好放的你的这首歌。坐在后海的酒吧里，唱的还是你的民谣[爱心]+"
"268699674,2017-04-05 22:22:19,0,帮你一把+"
"3838732,2017-04-05 22:15:44,2,被室友安利了这首歌~+"
"3838732,2017-04-05 22:14:26,0,哎呀不小心看到了+"
"300905913,2017-04-05 21:47:52,2,悄悄说在这里，我其实好想抱着雷子撒个娇。+"
"99533283,2017-04-05 21:42:15,1,祝福祝福+"
"396147903,2017-04-05 21:37:54,0,six。six。six+"
"65596073,2017-04-05 19:21:14,1,哈哈+"
"65596073,2017-04-05 19:20:53,1,我去西安玩了三天，西安还不错[大笑]+"
"357051015,2017-04-05 18:52:17,3,唱民谣的赵雷最帅+"
"75783517,2017-04-05 18:45:51,1,哈哈哈+"
"402175320,2017-04-05 18:45:21,0,我知道啊，川农不就在雅安吗，他们还说川农占了半个雅安呢+"
"75783517,2017-04-05 18:44:30,0,你是哪的+"
"75783517,2017-04-05 18:44:20,0,你不晓得雅安？+"
"127090573,2017-04-05 18:37:42,0,震惊：男默女泪，街头某男子丧心病狂跪地乞讨居然是为了得到另一个男人的一样东西。+"
"427707411,2017-10-15 17:18:37,7,2017年8月19日，从青海湖义工旅行一个月回来，在地铁2号线，一个旁边一个戴眼镜长发女生晕倒了，到站之后赶紧把她扶了出来，以为她低血糖，给她吃了一颗糖，买了一瓶饮料，看她在长椅上躺着，等了好久，由于还有事就交给地铁工作人员了，不知道她怎么样了，希望她健康+"
"98051823,2017-10-15 17:14:29,0,最近工作，学习，准备考试，房子装修……各种事情……很疲惫。睡个懒觉也成了一种奢侈……只有雷子的声音，让内心觉得温暖踏实～+"
"402655489,2017-10-15 16:10:26,0,新婚快乐+"
"505821410,2017-10-15 16:06:23,0,问题是老哥你不是他啊+"
"281517994,2017-10-15 16:00:15,0,这剧情，拍电视啊[大哭]+"
"48475125,2017-10-15 15:25:09,0,开往白石桥东+"
"31582289,2017-10-15 14:50:50,3,赵雷是什么样的boy反正就想嫁给这样的男孩子+"
"318249568,2017-10-15 14:05:18,3,没次听到这首歌都很激动 可能是因为他去酒吧唱了这首歌 并把视频发给我了的原因吧+"
"107361326,2017-10-15 13:53:39,0,今天+"
"436189381,2017-10-15 13:03:58,1,雷子的每一首诗都是故事+"
"358139403,2017-10-15 12:36:13,1,再过三个多月也要坐着北京到成都的火车回到大四川+"
"303659864,2017-10-15 12:18:41,1,因为爱你胜过所有，所以只要你说的任何质疑我对你的爱的言语我都会反应很强烈很激动。这或许是我在你面前唯一一点仅存的白羊脾气吧。今年12月我们将去北京。去趟鼓楼什刹海吧+"
"284119723,2017-10-15 12:03:51,0,我这下雨了，地点北方的老工业城市+"
"266685928,2017-10-15 11:38:06,0,还真不是  是恰好知道+"
"480956402,2017-10-15 11:05:05,1,未曾去过鼓楼，但我知道，那一切繁华定与我无关，我只想做个沉默不语的过客，靠着墙壁晒太阳且想念着妳！+"
"377683882,2017-10-15 10:02:54,2,我是个沉默不语的靠着车窗想念你的乘客[星星]+"
"442878084,2017-10-15 09:55:10,2,喜欢的人跟我说他最喜欢赵雷，赵雷的歌里他最喜欢南方姑娘和鼓楼，我说我也喜欢南方姑娘，却对鼓楼没有什么印象，所以我来了+"
"579950952,2017-10-15 09:51:34,0,南锣鼓巷+"
"365163497,2017-10-15 09:36:13,1,喜欢+"
"96252991,2017-10-15 09:23:01,0,生日快乐+"
"296050467,2016-12-21 22:27:06,2,最喜欢雷子一首，鼓楼，他代表一种生活状态+"
"48837051,2016-12-21 22:26:33,1,李志+"
"267816740,2016-12-21 22:25:36,4,高三的时候 学习特别紧张 因为这首歌爱上赵雷  那时候最大的愿望能够沉默不语的靠着墙壁晒太阳  这个小小愿望 支撑我走过高三  雷子 我大一了  过的很好 [爱心]+"
"63457797,2016-12-21 22:25:32,1,赵雷晚安！+"
"246764484,2016-12-21 22:25:16,1,终于听到我雷的鼓楼了+"
"333586906,2016-12-21 22:23:29,3,今天最开心的事就是收了新专+"
"259105274,2016-12-21 22:22:01,6,如果，可以，我们一起听着八十年代的歌，坐着107，到鼓楼吃一家成都的火锅，你记得带上玛丽，我也叫上朵儿，哦，对了，还有那无法长大的阿刁，吃完后我们再顺着窑上路，一起离开北京，离开这个拥挤的城市，车上我们相拥着一起笑着喊着，再见北京，再见完不成的理想，反正孤独的人到哪都一样。+"
"382872833,2016-12-21 22:19:04,2,听雷子的第一首歌，第一遍就喜欢的歌+"
"106717530,2016-12-21 22:18:40,1,鼓楼有很多，我忘不掉行走在鼓楼下那份孤独和不舍+"
"95732042,2016-12-21 22:18:37,1,以后再去鼓楼，定会遍地皆雷子的歌，而且绝不会有烂大街之感，毕竟……都付了费[大笑]+"
"330108029,2016-12-21 22:18:32,2,上午九点五十就扬耳企盼，和朋友一起倒数等着前排占座倾听，十点整点击购买的时候才发现原来ios系统付款太麻烦了，一直折腾到了十一点多才终于支付成功，中间的过程就像中了五百万却忘了彩票丢在了哪[狗][狗][狗]+"
"351410843,2016-12-21 22:14:00,1,蜜汁抖腿+"
"41361192,2016-12-21 22:13:58,1,鼓楼站到了+"
"15370560,2016-12-21 22:13:05,0,可是乌鲁木齐没有鼓楼，吐鲁番更没有，我该怎样想你。+"
"34174020,2016-12-21 22:12:12,2,最近迷上hifi曾经你的编曲是那么的单一，是因为条件所限，但是声音是干净动人的。如今新的专辑，编曲已经非常丰富了，好听！声音依旧那么迷人！+"
"357805811,2016-12-21 22:11:32,1,这是个拥挤的地方 而我却很平凡           在这样一个飞速发展的时代 人们逐渐习惯了每天充满正能量充满活力激情 习惯了五点半第一趟地铁与十一点末班车 习惯了办公前的一杯黑咖啡 习惯了疲劳时的一支烟 习惯了每月定时的房东电话或是银行卡余额的自动划账 习惯了人人都是冷漠的脸庞 +"
"257347537,2016-12-21 22:10:38,1,一首鼓楼就决定把新专收了……+"
"249614089,2016-12-21 22:09:16,2,时间是带走青春的电车+"
"383239028,2016-12-21 22:09:12,1,最爱的一首❤+"
"254953233,2016-12-21 22:08:52,3,四年前的今天玛雅文明的预言没有实现，2012年12月22日太阳照常升起，地球照样自转。2016年的今天很高兴能听到你的歌。谢谢你，雷子，还有你的歌。+"
"77539141,2017-02-07 08:53:51,1,所有单曲循环过的歌 不过是因为歌里有那么一个人+"
"66114854,2017-02-07 08:53:28,0,很形象[哀伤]+"
"81273108,2017-02-07 08:24:43,1,[亲亲]+"
"90021857,2017-02-07 08:14:11,3,如果有一天，我真去了北京，是想去鼓楼坐一坐，去什刹海看看。+"
"395128940,2017-02-07 07:53:33,1,北京哒+"
"378112432,2017-02-07 07:49:21,2,加油雷子[汗]+"
"131015870,2017-02-07 07:40:55,1,7000喽+"
"311497414,2017-02-07 07:38:20,5,怕以后雷子做不了沉默不语靠着墙壁晒太阳的过客了 怕以后雷子的世界会喧闹+"
"311497414,2017-02-07 07:32:35,1,雷子一句“晚安” 心都安了雷子还是雷子+"
"80149789,2017-02-07 07:21:38,7,怕你不红，一直过着穷困的日子；又舍不得你红，那种感觉就像自己珍藏了很久的宝贝，不得已送给了别人。+"
"8015435,2017-02-07 06:45:02,3,朱元璋找了8个人， 建立了大明王朝；耶稣找了12个门徒，建立全球最大宗教之一的基督教； 马云找了18个人， 建立了全球最大的电子商务帝国； 孔子找了72个门徒， 建立儒家思想影响全世界！ 前几天，我找了三个人 ……输了一万多。 ​​​+"
"80149789,2017-02-07 06:30:28,3,这是个拥挤的地方 而我却很孤单+"
"104865610,2017-02-07 05:34:00,2,咋睡这么早+"
"332283943,2017-02-07 05:05:30,2,我，因为是赵雷+"
"332283943,2017-02-07 05:04:30,3,前段时间送了这张专辑给喜欢的女孩子，他也开始喜欢赵雷，我希望我们一起听着雷子幸福生活，YEZI+"
"359451313,2017-02-07 03:46:01,1,不是好声音是好歌曲+"
"359451313,2017-02-07 03:45:42,2,对，+"
"294494755,2017-02-07 02:43:36,5,充游戏，买皮肤是为了装逼。砸进网易云，更多的是情怀。+"
"327284392,2017-02-07 02:28:55,1,喜欢+"
"50201032,2017-02-07 02:11:09,1,看了歌手，果断买专辑+"
"100371562,2018-04-18 09:15:10,0,加油+"
"284119723,2018-04-18 08:58:17,0,早安，世界+"
"13076395,2018-04-18 08:51:15,2,我还以为是西安的鼓楼……直到听到了后海……[汗][汗]+"
"108880097,2018-04-18 07:51:40,0,只有我听到他们的呢喃声了吗？+"
"275593665,2018-04-18 01:05:39,5,开头的107路 结尾的104路 一个是初中 一个是家 再加上鼓楼东大街 就是我的青春+"
"370343298,2018-04-18 00:51:50,2,《家乡》和《Breeze》《画》和《Sound Of Silence》《八十年代的歌》和《突然的自我》《朵》和《Going Home》《成都》和《其实你不懂我的心》。爱怎么办怎么办+"
"59325603,2018-04-18 00:28:01,5,前任车上最喜欢放这首歌。他说是被赵雷的成都骗到成都来的，那我就是被他的花言巧语骗成女朋友的，然后我是被自己的假装理智骗成前任的。如果非要在做一次选择的话，我还是会听雷子的歌，可我不会再骗自己了+"
"132951796,2018-04-18 00:12:03,0,哈哈那这就没法说了，这样说以后写论文只要到网上找篇几十年前的，改几个句子，别人问怎么那么像的话，就说中文字就那么多语法就那么多，怪我？+"
"131402490,2018-04-17 23:59:48,0,加油+"
"432773498,2018-04-17 23:29:09,1,雷子  明天模拟考   睡不着  我会去看你的  等我  晚安+"
"596490976,2018-04-17 23:04:55,0,作曲是雷子啊   又不是完全一样   是不是傻。。。  +"
"432244077,2018-04-17 23:03:58,0,活着+"
"266405958,2018-04-17 23:03:49,1,你喜欢民谣，可我喜欢你+"
"1395842565,2018-04-17 23:03:10,0,加油+"
"132951796,2018-04-17 23:00:54,0,张学友慢慢还真不知道[生病]刘若英的后来作曲人写的还是日本原作曲者，很多翻唱的都会表明作曲者啊，鼓楼可是写的作曲者 赵雷+"
"103035269,2018-04-17 22:56:57,0,不管怎么样，你就是你啊，谁也不能改变什么，去相信自己，并且学着控制自己的情绪，掌控自己的生活，这个世界就是你的。+"
"103035269,2018-04-17 22:52:07,1,福州有后海？+"
"596490976,2018-04-17 22:50:33,0,很多歌都是这样的啊   张学友的慢慢   刘若英的后来   都是外国歌翻过来的啊  不也写的自己+"
"132951796,2018-04-17 22:49:39,0,翻唱没把作曲人写成自己啊😂+"
"276329750,2018-04-17 22:34:27,0,没去过 风景好么+"
"45330331,2018-01-07 06:51:32,0,抄袭那首歌了？无凭无据的+"
"247170193,2018-01-07 04:09:03,0,一天听128次算不算喜欢？+"
"299966226,2018-01-07 02:48:15,0,安好+"
"398103367,2018-01-07 01:43:48,0,虽然鼓楼之行不是很开心，但是却是仅有记忆中很美好的了，因为——那是有你的旅行+"
"87470424,2018-01-07 01:30:52,0,听不腻+"
"346942594,2018-01-07 01:07:45,1,这首歌的地方基本都在一块   一个小时就转完了+"
"248610733,2018-01-07 00:38:20,1,我五岁的表弟可以说是赵雷的忠实粉 真的每天只听他的歌 只听 知道吗 其他人的根本不听 吃完饭 还会唱 很开心 一首歌他可以听很多遍 不会腻 虽然他不懂歌词的意思 但是他依然很喜欢 几乎每一首都会唱 +"
"261685675,2018-01-07 00:16:30,1,我在另一个城市 每天坐107路上班+"
"534833673,2018-01-06 22:51:48,1,想起一个特别喜欢赵雷的新疆姑娘，对不起高考之后再也没有联系你，祝你一切都好+"
"330592797,2018-01-06 22:47:29,0,这是个拥挤的地方 而我却很平凡。对过往说晚安+"
"473110970,2018-01-06 22:40:20,1,昨天听了一晚上，在思考男朋友为何在昨天一直循环这首歌。👀+"
"496702872,2018-01-06 22:20:31,0,当我知道你也喜欢这首歌的时候我莫名难过，我们相似的那么多，你却从来不肯等等我。+"
"468840257,2018-01-06 21:45:55,0,[爱心]给你一个拥抱+"
"5649868,2018-01-06 21:42:56,6,歌是好歌，有点费酒…+"
"586866389,2018-01-06 21:34:41,1,这首歌，最近一个月都在单曲循环+"
"391047695,2018-01-06 21:18:04,0,六个王国+"
"416848390,2018-01-06 21:17:43,2,年会准备弹唱这首歌[吐舌][吐舌][吐舌]+"
"405538696,2018-01-06 21:15:56,2,有情怀，有坚持，不俗[开心]+"
"304529542,2018-01-06 21:07:19,1,今天为了这首歌 特意去了趟什刹海 后海 鼓楼+"
"3838732,2018-01-06 20:57:46,0,还好吗？祝你一切都好。+"
"562368508,2017-10-23 12:11:05,1,又想起你+"
"127617283,2017-10-23 12:10:55,1,我在五环~我在五环~我在五环……+"
"282703658,2017-10-23 11:51:27,1,每次听都好喜欢那句晚安和左边耳机输出的“good night”+"
"586273422,2017-10-23 11:43:33,0,南加州不下雨+"
"278599764,2017-10-23 11:34:22,0,真好。+"
"501169477,2017-10-23 11:10:39,1,中间的那句晚安emmm完了完了我弯了[惊恐]+"
"1293450,2017-10-23 11:01:27,1,北京鼓楼+"
"65209391,2017-10-23 10:51:32,1,我只去过南京的鼓楼和宁波鼓楼，这里是哪个鼓楼[惶恐]+"
"71792511,2017-10-23 10:23:44,0,感觉说自己孤单寂寞的人都或多或少有点吓人。。自己呆着多爽啊+"
"390522133,2017-10-23 10:14:07,0,再来听一遍+"
"132518853,2017-10-23 10:07:50,0,福州市鼓楼区+"
"132518853,2017-10-23 10:07:34,0,我爸妈在福建福州鼓楼区东泰路那里开了个包子店+"
"15612507,2017-10-23 08:28:46,1,是+"
"136643815,2017-10-23 08:26:18,0,哎呀嘛   最近又陷入赵雷的歌无法自拔了 ​​​   最爱这首！！！！！+"
"388768702,2017-10-23 08:24:06,0,这是个拥挤的地方，我却很平凡。+"
"296500955,2017-10-23 07:28:25,1,我想听着这首歌跟她结婚的，真的，都是真的，爱是真的，她扔下我那一刻也是真的，在我冲刺的那些日子里恨也是真的，我爱她是真的，她爱我也是真的，分开以后她爱我是真的，我爱她也是真的，可为什么我们要这样，老婆？+"
"440547240,2017-10-23 03:19:06,1,翻遍了评论，可却看不到中午点赞的那个评论分析，可能有些东西就是一眼看到，细细品味，只有一眼而已了……+"
"430905046,2017-10-23 02:05:03,0,刚发布的时候就爱上了+"
"302554416,2017-10-23 00:13:45,0,晚安 大妹子+"
"337497373,2017-10-23 00:08:40,1,晚安，傻林子+"
"427707411,2017-10-15 17:18:37,7,2017年8月19日，从青海湖义工旅行一个月回来，在地铁2号线，一个旁边一个戴眼镜长发女生晕倒了，到站之后赶紧把她扶了出来，以为她低血糖，给她吃了一颗糖，买了一瓶饮料，看她在长椅上躺着，等了好久，由于还有事就交给地铁工作人员了，不知道她怎么样了，希望她健康+"
"98051823,2017-10-15 17:14:29,0,最近工作，学习，准备考试，房子装修……各种事情……很疲惫。睡个懒觉也成了一种奢侈……只有雷子的声音，让内心觉得温暖踏实～+"
"402655489,2017-10-15 16:10:26,0,新婚快乐+"
"505821410,2017-10-15 16:06:23,0,问题是老哥你不是他啊+"
"281517994,2017-10-15 16:00:15,0,这剧情，拍电视啊[大哭]+"
"48475125,2017-10-15 15:25:09,0,开往白石桥东+"
"31582289,2017-10-15 14:50:50,3,赵雷是什么样的boy反正就想嫁给这样的男孩子+"
"318249568,2017-10-15 14:05:18,3,没次听到这首歌都很激动 可能是因为他去酒吧唱了这首歌 并把视频发给我了的原因吧+"
"107361326,2017-10-15 13:53:39,0,今天+"
"436189381,2017-10-15 13:03:58,1,雷子的每一首诗都是故事+"
"358139403,2017-10-15 12:36:13,1,再过三个多月也要坐着北京到成都的火车回到大四川+"
"303659864,2017-10-15 12:18:41,1,因为爱你胜过所有，所以只要你说的任何质疑我对你的爱的言语我都会反应很强烈很激动。这或许是我在你面前唯一一点仅存的白羊脾气吧。今年12月我们将去北京。去趟鼓楼什刹海吧+"
"284119723,2017-10-15 12:03:51,0,我这下雨了，地点北方的老工业城市+"
"266685928,2017-10-15 11:38:06,0,还真不是  是恰好知道+"
"480956402,2017-10-15 11:05:05,1,未曾去过鼓楼，但我知道，那一切繁华定与我无关，我只想做个沉默不语的过客，靠着墙壁晒太阳且想念着妳！+"
"377683882,2017-10-15 10:02:54,2,我是个沉默不语的靠着车窗想念你的乘客[星星]+"
"442878084,2017-10-15 09:55:10,2,喜欢的人跟我说他最喜欢赵雷，赵雷的歌里他最喜欢南方姑娘和鼓楼，我说我也喜欢南方姑娘，却对鼓楼没有什么印象，所以我来了+"
"579950952,2017-10-15 09:51:34,0,南锣鼓巷+"
"365163497,2017-10-15 09:36:13,1,喜欢+"
"96252991,2017-10-15 09:23:01,0,生日快乐+"
"267822549,2018-04-17 22:28:45,0,这是个拥挤的地方 而我却很平凡…+"
"470398712,2018-04-17 22:26:39,2,现在就在鼓楼大街听这首歌+"
"74803643,2018-04-17 22:13:02,7,It Never Rains In Southern California…+"
"127685743,2018-04-17 21:44:30,0,南锣鼓巷现在太商务了 觉得没歌里写的有那种感觉了+"
"596490976,2018-04-17 21:35:16,0,虽然差不多   但你说抄袭就不对了   那么多翻唱怎么办+"
"391047695,2018-04-17 21:07:32,0,我媳妇儿也发了+"
"373062997,2018-04-17 20:02:08,1,又是一年过去了 领结会有的 西装熨好了 再也不能这样孤独了+"
"370343298,2018-04-17 19:43:18,8,是不是抄袭 it Never Rains In Southern California。一个音都不改+"
"532407893,2018-04-17 19:35:42,3,我是个沉默不语靠着车窗想念你的乘客[幽灵]+"
"479918972,2018-04-17 18:09:09,0,你的歌让我不觉得孤单。+"
"345070378,2018-04-17 17:36:10,1,这首歌的回忆对我来说，只有你一个人。所以，就像漂流瓶一样，把它扔出去，你看到也好，看不到也好，终将淹没。+"
"266313522,2018-04-17 16:37:43,0,吉姆餐厅+"
"69937159,2018-04-17 16:12:13,0,单曲循环三天了，睡觉的时候梦里都是“我在鼓楼，我在鼓楼”+"
"381451719,2018-04-17 16:07:19,3,我在南京鼓楼[大笑]+"
"130252045,2018-04-17 14:34:56,5,点这首歌送给，江西财经职业学院 17会计八班 尚金亭，在此我想对她说:南方甚好，欢迎你来！+"
"263415070,2018-04-17 14:01:18,0,这首歌是真的太喜欢了 +"
"338536046,2018-04-17 13:44:35,0,那个女的也发过这样的评论，说的是你吧[大哭]+"
"641851328,2018-04-17 12:51:03,1,内心独白，我听了无数遍+"
"300093917,2018-04-17 12:02:45,0,为了赵雷开会员+"
"344045647,2018-04-17 11:13:01,0,划重点：看见一个妹子好久都没打上车。+"
"34174020,2016-12-21 22:08:32,1,可以嗨起来了！+"
"281844006,2016-12-21 22:08:02,1,带着心爱的人去鼓楼听鼓楼~+"
"302937423,2016-12-21 22:07:59,2,您好，宝钞胡同到了+"
"7279207,2016-12-21 22:07:28,1,听了你的很多歌，激动得无法入眠。+"
"330108029,2016-12-21 22:06:28,1,南方姑娘你是否喜欢北方的秋凉+"
"110922647,2016-12-21 22:06:03,1,喜欢～+"
"97427421,2016-12-21 22:04:22,1,记得前段时间成都出新版的时候我就说过 ，鼓楼肯定也不远了！哈哈 看吧我又猜中了  [憨笑]+"
"118452666,2016-12-21 22:02:49,1,堵车必听😌+"
"103862724,2016-12-21 22:01:25,4,听了多少遍旧版的鼓楼。新版还是给了我惊艳的感觉。+"
"277781549,2016-12-21 22:01:03,1,反正不是我[大哭][大哭]+"
"104030019,2016-12-21 21:57:58,1,去年去了西安的鼓楼，我觉得下一站应该是北京鼓楼吧！😊+"
"134831720,2016-12-21 21:55:41,2,曾经在鼓楼看到一个男孩，不知是不是赵雷。+"
"93747854,2016-12-21 21:55:32,1,同在南京鼓楼+"
"280155148,2016-12-21 21:55:02,1,新专版本够摇滚啊。+"
"61380786,2016-12-21 21:54:19,2,听着这歌 晒着大福建23度大冬天里的太阳（涂着防晒找虐） 第一个念头是 有没有北方的 想来这里玩[大哭]+"
"52871042,2016-12-21 21:54:09,0,太好听+"
"91992882,2016-12-21 21:53:24,2,如果你无聊了，就来这里坐坐吧+"
"283664668,2016-12-21 21:52:39,3,南京大鼓楼同在+"
"253363761,2016-12-21 21:52:33,2,刺猬+"
"66756706,2016-12-21 21:50:22,1,听过这首歌后 对所在的城市的鼓楼没那么讨厌了+"
"296803821,2017-02-07 01:54:19,2,好棒！+"
"120509051,2017-02-07 01:14:35,1,昨天刚去南锣鼓巷转了转，在鼓楼吃了一碗炒肝，今天就买了这人生第一张数字专辑[爱心]+"
"65307264,2017-02-07 01:00:23,1,越来越不想给别人说名字越来越不想主动加别人联系方式，叫我自难忘就好了啊，名字什么的，反正大家都是过客，重要吗？+"
"77099681,2017-02-07 00:43:55,1,伴着你的歌入睡啦，晚安~+"
"247008371,2017-02-07 00:42:29,1,哈，我也是，。老铁太多啦，扎心啊+"
"247008371,2017-02-07 00:41:54,1,我！第一次买！+"
"113788697,2017-02-07 00:40:21,2,我是个沉默不语的靠着车窗想念你的乘客。+"
"251317030,2017-02-07 00:39:17,1,要开济南青岛场？+"
"59195103,2017-02-07 00:31:55,1,喜欢听这首歌，随性潇洒+"
"66995897,2017-02-07 00:22:38,2,今天在关注的公众号上连着看到三条关于你的推送，也许从明天开始你再也不是那个以前我和别人提及别人都一脸蒙逼表示不认识的雷子，但你的歌仍会一直霸占着我的播放列表，直到某一天我坐在Z70的窗边听着它们看着窗外不再睡着，直到有一天听着它们再也想不起某个姑娘。+"
"130887493,2017-02-07 00:19:55,4,第一次买了两张电子专辑！送了一张我以前也是现在最喜欢的女孩，虽然我做了一件很伤害她的事，导致了一系列的擦肩而过。只希望这张专辑能音乐她的生活。+"
"124831027,2017-02-07 00:18:10,1,我从16的5月听到这首歌，那时我还在为大四的最后而努力，今天又受了点挫折，但是我活出了自我，我不后悔，我喜欢赵雷，唱的很真实，很贴近。+"
"20367192,2017-02-07 00:08:34,1,我只不过是个过客+"
"35286981,2017-02-07 00:02:53,1,我+"
"247272805,2017-02-07 00:02:11,2,差不多+"
"247272805,2017-02-07 00:01:31,1,对张玲+"
"308202481,2017-02-06 23:59:44,3,买得真心不亏，顶起雷子+"
"88926602,2017-02-06 23:56:07,2,没被淘汰+"
"18625563,2017-02-06 23:42:51,2,贝斯手是喝酒blues，上过好声音那个吗+"
"379182917,2017-02-06 23:37:41,2,鼓楼这首已经出来很久了。。+"
"123736707,2018-01-06 20:52:37,0,抄袭 +"
"416239943,2018-01-06 20:29:35,0,2017年是周杰伦，2018年就是雷子舅舅了，妥妥的！+"
"416239943,2018-01-06 20:25:43,0,小腿肌肉不自主的抽动[撇嘴][撇嘴]+"
"416239943,2018-01-06 20:24:09,0,每一个古城里都有鼓楼啊，歌里的是北京鼓楼+"
"294680495,2018-01-06 20:07:32,5,加油，考研，考博。过上自己喜欢的生活。让自己对得起父母也能让父母享受享受好的生活+"
"287874630,2018-01-06 19:56:22,3,赵雷的歌好适合一个人安静学习的时候听啊，这样就不会感到自己是一个人了[可爱]+"
"111050169,2018-01-06 18:36:38,2,it never rains in southern california+"
"128117797,2018-01-06 17:34:19,2,依旧没人赞+"
"392125479,2018-01-06 17:28:54,0,做会计实务，公司的地址经常是是南京鼓楼，，我就一直以为鼓楼在南京，想着离得不远可以去看看🙄🙄🙄+"
"72236576,2018-01-06 16:32:01,1,南大人表示没提到母校很桑心😭😭😭+"
"333595064,2018-01-06 15:57:56,4,我还是会想起去年七月份一起在南锣鼓巷找鼓楼看后海不是海偶遇107路再次经过，梦梦这不是一个热评你会看到吗？六天后我悄悄去北京找你你会在哪儿呢？+"
"65118662,2018-01-06 14:56:31,3,一听这首歌就想起了在北京的半年，那冷风吹过的寒冬，裹挟着对新婚丈夫的思念，对远方父母的牵挂，对立足工作的渴望。现在又是寒冬了，我肚子里的宝宝不时踢打碰触着我，外面银装素裹，雪花飘飘。北京，我好想你。北京，我会再去看你。[可爱]+"
"450604462,2018-01-06 14:42:04,0,❤+"
"309049177,2018-01-06 14:10:18,0,我在鼓楼+"
"8957869,2018-01-06 12:58:34,1,青天在上，心日朗朗，一个西藏+"
"289056136,2018-01-06 12:34:40,0,你没有哭，你只是掉了滴眼泪+"
"394980093,2018-01-06 12:24:00,2,好喜欢这活泼的节奏+"
"394980093,2018-01-06 12:23:49,5,卧槽 抖腿不由自主啊+"
