用户ID,评论时间,点赞总数,评论内容
"351194199,2016-12-23 11:30:42,4,从去年就开始特别喜欢这首，终于等到这首歌发出来了。+"
"299656268,2016-12-23 11:23:41,4,买的第一张数字专辑+"
"74018139,2016-12-23 11:21:19,5,城市啊，每一代人的个性会流传下来，然后被人称为“城市的性格”，其实，都是人们的性格嘛~+"
"47680284,2016-12-23 11:19:20,3,这样啊+"
"375940981,2016-12-23 11:16:00,3,想起了七月在北京的什刹海边+"
"120822329,2016-12-23 11:14:45,4,很多地方都有鼓楼，可以当作心灵上的一种寄托吧。雷子的在北京，我的在南京，你的又在哪呢+"
"65655826,2016-12-23 11:03:57,6,雷子你这样下去不行啊，每唱个地方都怂恿我要去看看！1.14广州站我们不见不散啊！+"
"66375457,2016-12-23 11:03:30,3,哈哈哈哈真的朵儿和鼓楼的demo听起来更爽+"
"388758769,2018-01-22 12:16:55,0,恣意不羁+"
"248634848,2018-01-22 11:42:03,2,我的声音是偏粗哑的 我唱不出来赵雷 心塞塞+"
"288411967,2018-01-22 11:27:39,0,灯红酒緑的城市，漂泊的人有几个，繁华落尽不倾城，酒醉的人多无情+"
"246900367,2018-01-22 11:10:56,1,咱仨 啥时候能去后海的酒吧 听听歌 忘掉一切没有钱的烦恼+"
"75748435,2018-01-22 10:25:29,0,散场，一个吉他手转身向伙伴挥手：下一站  哈尔滨——我的上一站……+"
"75748435,2018-01-22 10:19:13,2,辞职北上，北京站第一天晚上独自在鼓楼下，依着栏杆，听着《鼓楼》，看着107来往许多趟，我也不知道自己在想啥。第二天晚上带着路遇好友又来到鼓楼，在什刹海地铁口 两把吉他，一台手鼓，主唱在唱 《成都》，唱罢，我高声到：来首鼓楼吧……+"
"486516808,2018-01-22 09:58:50,1,想出去走走+"
"401352008,2018-01-22 09:28:20,2,因为我喜欢这首歌宿舍人都会唱了[大笑]+"
"456239317,2018-01-22 08:52:04,1,走吧。+"
"253212357,2018-01-22 08:44:22,1,我以为开封鼓楼+"
"446285662,2018-01-22 08:41:19,0,[爱心]+"
"416466099,2018-01-22 08:04:21,1,我在鼓楼，我一把年纪了 不好骗了各种招数早已烂熟于心看着对方班门弄斧心中毫无波动甚至还有一丝想笑这就是我找不到对象的原因+"
"3747568,2018-01-22 04:30:40,4,破天荒的失眠了，一直在单曲循环，怕是不能说晚安了，那就说句  早上好 吧～+"
"262036874,2018-01-22 01:45:33,1,对过往说晚安+"
"58947510,2018-01-22 01:15:47,6,《It never rains in southern california》+"
"115700709,2018-01-22 00:33:01,2,我在西安，看着钟楼、鼓楼，想起赵小雷的《鼓楼》+"
"1295869889,2018-01-22 00:22:27,4,如果今年有机会的话，一起去云南大理吧，如果今年有机会的话，一起去南京吧，如果今年有机会的话，一块去不一起去北京，我算了一下，从常州出发的话，走了一圈，如果坐火车的话也不到1000块钱。+"
"335323374,2018-01-21 22:23:00,0,喜欢赵雷的歌，没有故事，就是单纯喜欢+"
"118310801,2018-01-21 21:58:04,1,和It Never Rains In Southern California好像[呆]+"
"17491305,2018-01-21 21:55:03,0,每次听这首歌，都想起和你一起逛什刹海、吃铜锅涮肉的冬天+"
"373252736,2017-11-06 12:25:14,1,高兴过每一天就好了 每个人都有些坏情绪+"
"560884168,2017-11-06 12:21:29,0,[可爱]+"
"553975644,2017-11-06 11:14:56,0,赵雷，么毛病，666，雄起，哇咔咔，厉害了+"
"553975644,2017-11-06 11:13:44,1,喜欢民谣，喜欢赵雷，哇咔咔，[色]+"
"278730264,2017-11-06 11:04:06,0,我也想被踩+"
"278730264,2017-11-06 11:02:09,0,倒计时十二天的演唱会，激动中+"
"373252736,2017-11-06 11:01:12,0,差不多吧  有点类似+"
"623209951,2017-11-06 11:01:00,0,准备录一遍，单吉他版！+"
"448987212,2017-11-06 10:55:06,0,咋晚上摇滚音乐节黑石头乐队的轩轩小哥哥唱了这首歌，简直好听到爆炸。[亲亲]+"
"379636171,2017-11-06 10:35:49,1,听完这首歌 我就走。+"
"561805625,2017-11-06 10:22:22,2,他们说现在任何一个播放器都可以播放雷子的歌所以买专辑的都是真心喜欢的 我还是喜欢专辑因为他带给我与播放器不一样的感觉+"
"343890635,2017-11-06 10:09:50,2,没毛病+"
"343890635,2017-11-06 10:07:19,0,加我+"
"560884168,2017-11-06 09:56:37,2,[大哭]没毛病。+"
"452735131,2017-11-06 09:53:14,0,听听赵雷的歌世界还蛮好的，千万别听逼哥的歌，太绝望了。+"
"560884168,2017-11-06 09:46:26,0,是的，相信未来，我愿意相信。谢谢[可爱]+"
"560884168,2017-11-06 09:45:58,0,谢谢[憨笑]+"
"452735131,2017-11-06 09:44:05,0,怕你是没见过我+"
"452735131,2017-11-06 09:43:43,0,相信未来+"
"126530209,2017-11-06 08:12:46,1,加油+"
"427707411,2017-10-15 17:18:37,7,2017年8月19日，从青海湖义工旅行一个月回来，在地铁2号线，一个旁边一个戴眼镜长发女生晕倒了，到站之后赶紧把她扶了出来，以为她低血糖，给她吃了一颗糖，买了一瓶饮料，看她在长椅上躺着，等了好久，由于还有事就交给地铁工作人员了，不知道她怎么样了，希望她健康+"
"98051823,2017-10-15 17:14:29,0,最近工作，学习，准备考试，房子装修……各种事情……很疲惫。睡个懒觉也成了一种奢侈……只有雷子的声音，让内心觉得温暖踏实～+"
"402655489,2017-10-15 16:10:26,0,新婚快乐+"
"505821410,2017-10-15 16:06:23,0,问题是老哥你不是他啊+"
"281517994,2017-10-15 16:00:15,0,这剧情，拍电视啊[大哭]+"
"48475125,2017-10-15 15:25:09,0,开往白石桥东+"
"31582289,2017-10-15 14:50:50,3,赵雷是什么样的boy反正就想嫁给这样的男孩子+"
"318249568,2017-10-15 14:05:18,3,没次听到这首歌都很激动 可能是因为他去酒吧唱了这首歌 并把视频发给我了的原因吧+"
"107361326,2017-10-15 13:53:39,0,今天+"
"436189381,2017-10-15 13:03:58,1,雷子的每一首诗都是故事+"
"358139403,2017-10-15 12:36:13,1,再过三个多月也要坐着北京到成都的火车回到大四川+"
"303659864,2017-10-15 12:18:41,1,因为爱你胜过所有，所以只要你说的任何质疑我对你的爱的言语我都会反应很强烈很激动。这或许是我在你面前唯一一点仅存的白羊脾气吧。今年12月我们将去北京。去趟鼓楼什刹海吧+"
"284119723,2017-10-15 12:03:51,0,我这下雨了，地点北方的老工业城市+"
"266685928,2017-10-15 11:38:06,0,还真不是  是恰好知道+"
"480956402,2017-10-15 11:05:05,1,未曾去过鼓楼，但我知道，那一切繁华定与我无关，我只想做个沉默不语的过客，靠着墙壁晒太阳且想念着妳！+"
"377683882,2017-10-15 10:02:54,2,我是个沉默不语的靠着车窗想念你的乘客[星星]+"
"442878084,2017-10-15 09:55:10,2,喜欢的人跟我说他最喜欢赵雷，赵雷的歌里他最喜欢南方姑娘和鼓楼，我说我也喜欢南方姑娘，却对鼓楼没有什么印象，所以我来了+"
"579950952,2017-10-15 09:51:34,0,南锣鼓巷+"
"365163497,2017-10-15 09:36:13,1,喜欢+"
"96252991,2017-10-15 09:23:01,0,生日快乐+"
"297435185,2017-04-05 23:34:44,0,理解错了[大哭]+"
"297435185,2017-04-05 23:33:56,0,歌词里的是北京的吧[呆]+"
"65763000,2017-04-05 23:07:32,5,合肥也有一个鼓楼，也有很多平凡的人。后面是合肥最奢侈的银泰，很多平凡人在里面装着b。+"
"370603007,2017-04-05 23:05:03,2,不知道为什么，听这个歌，就特别想去西安…也许有一天我真的到了西安，听着这首歌，不知道什么心情+"
"81566182,2017-04-05 22:57:58,1,宁波也有鼓楼[大哭]+"
"133669755,2017-04-05 22:45:03,4,前天晚上去鼓楼啦，正好放的你的这首歌。坐在后海的酒吧里，唱的还是你的民谣[爱心]+"
"268699674,2017-04-05 22:22:19,0,帮你一把+"
"3838732,2017-04-05 22:15:44,2,被室友安利了这首歌~+"
"3838732,2017-04-05 22:14:26,0,哎呀不小心看到了+"
"300905913,2017-04-05 21:47:52,2,悄悄说在这里，我其实好想抱着雷子撒个娇。+"
"99533283,2017-04-05 21:42:15,1,祝福祝福+"
"396147903,2017-04-05 21:37:54,0,six。six。six+"
"65596073,2017-04-05 19:21:14,1,哈哈+"
"65596073,2017-04-05 19:20:53,1,我去西安玩了三天，西安还不错[大笑]+"
"357051015,2017-04-05 18:52:17,3,唱民谣的赵雷最帅+"
"75783517,2017-04-05 18:45:51,1,哈哈哈+"
"402175320,2017-04-05 18:45:21,0,我知道啊，川农不就在雅安吗，他们还说川农占了半个雅安呢+"
"75783517,2017-04-05 18:44:30,0,你是哪的+"
"75783517,2017-04-05 18:44:20,0,你不晓得雅安？+"
"127090573,2017-04-05 18:37:42,0,震惊：男默女泪，街头某男子丧心病狂跪地乞讨居然是为了得到另一个男人的一样东西。+"
"297435185,2017-04-05 23:34:44,0,理解错了[大哭]+"
"297435185,2017-04-05 23:33:56,0,歌词里的是北京的吧[呆]+"
"65763000,2017-04-05 23:07:32,5,合肥也有一个鼓楼，也有很多平凡的人。后面是合肥最奢侈的银泰，很多平凡人在里面装着b。+"
"370603007,2017-04-05 23:05:03,2,不知道为什么，听这个歌，就特别想去西安…也许有一天我真的到了西安，听着这首歌，不知道什么心情+"
"81566182,2017-04-05 22:57:58,1,宁波也有鼓楼[大哭]+"
"133669755,2017-04-05 22:45:03,4,前天晚上去鼓楼啦，正好放的你的这首歌。坐在后海的酒吧里，唱的还是你的民谣[爱心]+"
"268699674,2017-04-05 22:22:19,0,帮你一把+"
"3838732,2017-04-05 22:15:44,2,被室友安利了这首歌~+"
"3838732,2017-04-05 22:14:26,0,哎呀不小心看到了+"
"300905913,2017-04-05 21:47:52,2,悄悄说在这里，我其实好想抱着雷子撒个娇。+"
"99533283,2017-04-05 21:42:15,1,祝福祝福+"
"396147903,2017-04-05 21:37:54,0,six。six。six+"
"65596073,2017-04-05 19:21:14,1,哈哈+"
"65596073,2017-04-05 19:20:53,1,我去西安玩了三天，西安还不错[大笑]+"
"357051015,2017-04-05 18:52:17,3,唱民谣的赵雷最帅+"
"75783517,2017-04-05 18:45:51,1,哈哈哈+"
"402175320,2017-04-05 18:45:21,0,我知道啊，川农不就在雅安吗，他们还说川农占了半个雅安呢+"
"75783517,2017-04-05 18:44:30,0,你是哪的+"
"75783517,2017-04-05 18:44:20,0,你不晓得雅安？+"
"127090573,2017-04-05 18:37:42,0,震惊：男默女泪，街头某男子丧心病狂跪地乞讨居然是为了得到另一个男人的一样东西。+"
"103092769,2017-02-14 22:10:33,4,从北京到成都呆了四天，小酒馆泡了三天，撩了全国各地的妹纸，今天回到北京，还是鼓楼霸气，成都太小气了+"
"413395322,2017-02-14 22:09:28,1,超爱这首歌！+"
"134772285,2017-02-14 22:08:25,1,新专辑的每首歌都可听[亲亲]+"
"288996342,2017-02-14 22:03:25,0,好喜欢这首～+"
"124367310,2017-02-14 21:31:25,1,喝醉的亲吻着     快活的人不眠+"
"99638478,2017-02-14 21:24:50,2,把第一次给雷子 我愿意[憨笑]@赵雷 +"
"126131361,2017-02-14 20:31:38,1,我，听了一首就决定买+"
"278698094,2017-02-14 20:21:55,1,真羡慕你们还会喜欢别人 ，[撇嘴]+"
"319333027,2017-02-14 20:19:07,1,我更悲伤了+"
"399882933,2017-02-14 19:54:46,3,一直听的都是现场版本的，突然听到录音版本的好像有点变味了，不过还好，单身狗祝你们情人节快乐。+"
"278698094,2017-02-14 19:46:04,1,有可能他 喜欢他 。恩  [狗]+"
"37070958,2017-02-14 19:44:17,2,在外面晃荡了几个城市我突然特别想去北京！因为赵雷 因为鼓楼+"
"81327569,2017-02-14 19:43:09,1,老哥，你这句，说出我总想表达怎么也形容不出的感觉，带劲！到位！舒坦！+"
"37070958,2017-02-14 19:42:56,1,为了能在这里留下评论我这辈子第一次买专辑 ！+"
"118165912,2017-02-14 17:57:52,1,非常纯粹+"
"111868707,2017-02-14 17:17:11,1,我是个沉默不语的靠着墙壁晒太阳的过客+"
"319333027,2017-02-14 17:07:48,3,今天情人节  他最喜欢这首歌 却不喜欢我+"
"126942986,2017-02-14 17:00:54,1,就是这个专辑你能听，能下+"
"119877162,2017-02-14 16:47:22,2,满脑子自动脑补It never rains in California...+"
"293002650,2017-02-14 16:42:09,1,听着伤感的歌腔唱着伤感的歌，仿佛在倾听着一个个伤感的故事，叫我如何不伤感。+"
"330068123,2018-05-03 19:57:11,0,这次 命运应该输的体无完肤了吧+"
"1366008665,2018-05-03 19:40:45,2,想追喜欢的女孩子，想假装晚自习问她数学题，可是现在心跳得不行，还出汗。点开雷子的歌听一听+"
"536219203,2018-05-03 18:16:24,1,回复我+"
"560895097,2018-05-03 17:17:36,5,我在用吉他🎸弹鼓楼。。+"
"267005097,2018-05-03 17:12:56,0,往后都是好天气+"
"445006190,2018-05-03 16:53:03,1,加油 等病好了去鼓楼看看+"
"91866926,2018-05-03 15:33:27,2,不知道为什么，超级喜欢这首歌+"
"388940097,2018-05-03 14:07:21,0,听着雷子歌声里的北京，那是妳生活工作的城市，离我却那么远+"
"390272524,2018-05-03 14:03:22,0,离开北京的第三天    现在听到北京二字都会觉得难过+"
"373226332,2018-05-03 13:59:10,0,北京的～+"
"65681150,2018-05-03 13:35:31,0,是不是西安鼓楼？？+"
"82626780,2018-05-03 12:27:44,1,兄弟！我们一样的经理！哈哈+"
"392684521,2018-05-03 12:02:08,0,因为这首歌认识雷子，百听不厌呐+"
"442466338,2018-05-03 11:16:53,2,这首歌我能听一下午[大哭]+"
"473960823,2018-05-03 11:11:49,0,张猩猩我想你+"
"263741597,2018-05-03 11:10:45,3,我也去草莓音乐节看雷子唱歌了[亲亲]+"
"247033036,2018-05-03 10:44:37,3,想找一个简单善良单纯的女孩子过日子 不用比我懂事 希望不能太现实 喜欢民谣 爱看电影 爱旅行  会烧饭就行 ，毕竟我会做 可以一起努力 我工资不低，我不会让你吃苦，个子不用很高 165最好，黑色长发  冬天可以一起裹毛毯 夏天可以一起吃西瓜 我在长沙，但是常跑上海也跑全国各地 这样的女孩子我在等你+"
"557860887,2018-05-03 10:04:20,2,我再也不能叫你宝宝，再也不会叫别人宝宝，我还在等我家宝宝回来。+"
"351815704,2018-05-03 09:56:18,3,2011年网上相识，你大我5岁，12年相处，13年相见，14，15，16三年两人坐火车来来回回，17年3月29号，你有了一个他。5月1日，我去找你说声好久不见，8月29号你为他穿婚纱踩上红毯。上面是17年9月评论在网易云，今天是18年5月3，一年没见，你有了孩子。我走出了那个世界，也有了我的她，一个有趣的灵魂+"
"345420830,2018-05-03 09:12:40,6,之前很害怕一个人和男孩子接触什么的，怕吃亏，怕被骗，庆幸他是个善良温柔的男孩子，我们都有男朋友女朋友。送他去车站，后悔没有拥抱，之后他说他后悔没给我一个拥抱，连我们后悔的事都相同诶，就是很开心呀。反正啊，感谢相遇。+"
"67240164,2016-12-23 11:03:20,7,原来那么多人和我一样第一次买数字专辑哈哈哈哈+"
"79247906,2016-12-23 10:59:48,3,马上订机票[大哭]+"
"81000323,2016-12-23 10:54:25,4,今年不止一次的去鼓楼，始终没有勇气踏上107路，所以，嗯，并没有那个靠着车窗想念你的乘客。+"
"252722103,2016-12-23 10:49:21,4,歌词有错字！+"
"322869619,2016-12-23 10:49:14,3,我也一样，周围的朋友都说我太矫情😂矫情就矫情吧，我就是要听😏😏+"
"104209716,2016-12-23 10:48:00,3,北京 ~+"
"365610830,2016-12-23 10:46:00,3,哪里的鼓楼+"
"76151669,2016-12-23 10:45:41,2391,买的第一张专辑举个手🤚🏻+"
"118086773,2016-12-23 10:36:06,8,雷子歌中提到的地点自己都想独自去走一走+"
"62117071,2016-12-23 10:33:40,3,好听哭了[流泪][流泪][流泪]+"
"110945098,2016-12-23 10:30:55,2,苹果设备只要是付费的都要从商店里扣+"
"47680284,2016-12-23 10:29:57,2,用支付宝啊😊+"
"41083643,2016-12-23 10:28:12,2,左耳边赵雷在说话。+"
"110945098,2016-12-23 10:25:35,2,我第一次充钱，总之绑银行卡啥的，icould登陆，但我还是做了，因为是雷子+"
"273886365,2016-12-23 10:24:50,2,[大哭]莫名心疼+"
"285132711,2016-12-23 10:21:24,2,我爱你+"
"318083801,2016-12-23 10:21:16,2,不好意思，我半个月买的票，我现在就在北京，真不是和你们开玩笑+"
"261560080,2016-12-23 10:12:26,4,能花钱买steam正版游戏也会支持好歌曲，民谣不应该穷  支持雷子[大笑]+"
"272340891,2016-12-23 10:10:45,6,我家不在北京  我的家是一座小城市   赵本山嘴里的“大城市”     这里也有一个鼓楼站   那是我的家    其实名字不重要  我想每个人心里应该都有一个属于自己鼓楼站吧？+"
"53751828,2016-12-23 10:09:47,3,雷子+"
"1345173543,2018-01-21 21:40:23,0,祝福！ 羡慕！+"
"77828115,2018-01-21 21:40:06,0,这首听完就去洗澡[爱心]+"
"484557165,2018-01-21 21:36:48,0,赵雷的歌总会勾的人想出去走走，那么美好。🍃+"
"530822172,2018-01-21 21:36:18,0,单曲循环无数遍+"
"1321187444,2018-01-21 20:48:24,3,特爱这首歌，记得第一次听到它，是在我们学校無·妄乐队排练时无意中听到的，各种乐器一点点响起来，直到主唱清亮的声音传来，那种感觉真的无法用言语来描述，大概是爱上了吧。+"
"614105558,2018-01-21 20:21:27,0,听了好多遍好多遍，现在居然感觉有屌屌的感觉[亲亲][亲亲][亲亲]+"
"437831483,2018-01-21 20:03:44,0,百听不厌+"
"87201824,2018-01-21 18:27:42,0,@热带果鱼 [亲亲]+"
"431003055,2018-01-21 18:22:37,0,本来就是+"
"92223957,2018-01-21 18:13:41,0,一切繁华与我无关+"
"416466099,2018-01-21 17:08:25,0,嗯哼，每当听见这样的民谣总是会牵唤出很多的回忆，那些真实所见和臆造的想象，都是关于一个时代的质感。很难去进行描述是怎样的触觉，从什刹海的结冰的湖面，鼓楼东大街老旧的唱片服装杂货铺还是东四十条灰色僵冷的建筑中有那么一抹孤郁的朱红。+"
"296331354,2018-01-21 16:46:01,0,18年了，你们的婚姻怎么样了+"
"371396897,2018-01-21 16:16:13,1,当718路再次经过我觉得我还是放不下…+"
"308048920,2018-01-21 16:07:07,0,祝你丫越来越幸福！兄弟！+"
"266451477,2018-01-21 15:49:45,0,good night+"
"266451477,2018-01-21 15:48:53,0,北京+"
"266451477,2018-01-21 15:47:53,0,这首歌像民谣和流行歌曲的融合，，+"
"416466099,2018-01-21 15:45:41,0,嗯哼，听雷子的录音室新歌有种见到女朋友化了妆的感觉，我想对她说其实你不化妆也挺漂亮的[这边]+"
"106462146,2018-01-21 14:55:37,0,这张专这么好听啊啊啊[呲牙]+"
"416466099,2018-01-21 14:48:16,0,嗯哼，我就想问，有谁特爱这歌，点赞表示！+"
"560884168,2017-11-06 01:52:23,0,谢谢+"
"397941,2017-11-06 01:52:03,1,会好的，加油!+"
"560884168,2017-11-06 01:33:58,1,这世界应该找不出第二个像我这样孤独无能的人了。+"
"560884168,2017-11-06 01:31:58,1,你们还有家人，我的家人在哪里，你们还有朋友，我的朋友在哪里，你们还有闺蜜，我的闺蜜在哪里，你们还有每天下班可以聚会的同事，我什么也不会。所以什么都逃避+"
"560884168,2017-11-06 01:29:37,3,我厌倦了一个人，身边没有朋友，上班一个人，下班还是一个人，我连同事聚会都逃避的人哪里还会有什么朋友，永远一个人。回家了也是空荡荡的，现在真的是靠听歌听民谣活着。+"
"67982442,2017-11-06 01:21:22,1,@什么好昵称都有了 无意看到了。。 好久不见+"
"560884168,2017-11-06 01:08:55,0,我就适合一个人，什么都不该有。没毛病，我适合一个人过。没毛病。不信任就不要跟我说太多，不要说喜欢不要说爱，没毛病。+"
"114133096,2017-11-06 00:54:30,0,哈哈哈哈哈同+"
"114133096,2017-11-06 00:48:45,2,曾有一个朋友 在去看你演唱会的时候被急匆匆上台的你踩到了脚 后劲儿很大那种踩  你忙着上台 只说了一句话 结束后等我 朋友抱着试试的运气等了 他想着你可能会忘 结果你来了 慰问了他还给了他你的微信 你们还聊天 因为朋友也是同道中人 只可惜后来他手机丢了 我把他也丢了+"
"560884168,2017-11-06 00:29:57,0,谢谢，没事的，整理一下情绪就好了。多少路都得自己走过去，你也是。+"
"71983119,2017-11-06 00:27:07,0,我打了五行字，想给你说点什么，但一想自己都不值一提，还怎么安慰别人，就删掉了+"
"560884168,2017-11-06 00:23:44,1,这是个拥挤的地方，而我很孤单很平凡。+"
"560884168,2017-11-06 00:19:43,3,心情很不好，很想哭。有时候别人跟你谈了一些话，你会觉得自己真的什么都不会而别人那么优秀，莫名的很自卑。+"
"76127026,2017-11-06 00:19:02,1,我还以为来电话了+"
"485099140,2017-11-05 23:49:57,1,从南锣到后海    一起走在德胜门箭楼下边的小路上  虽然分手了但至少曾经拥有过+"
"134130792,2017-11-05 23:32:47,0,难过+"
"394146697,2017-11-05 23:32:40,0,新婚快乐+"
"373822890,2017-11-05 23:09:13,2,听一次 哭一次 在鼓楼 分手的 在鼓楼 分手的+"
"377375724,2017-11-05 22:56:26,0,晚安。+"
"270995169,2017-11-05 22:52:27,3,去过西安，被浓重的古风古色震撼了，有机会还要再寻西安+"
"427707411,2017-10-15 17:18:37,7,2017年8月19日，从青海湖义工旅行一个月回来，在地铁2号线，一个旁边一个戴眼镜长发女生晕倒了，到站之后赶紧把她扶了出来，以为她低血糖，给她吃了一颗糖，买了一瓶饮料，看她在长椅上躺着，等了好久，由于还有事就交给地铁工作人员了，不知道她怎么样了，希望她健康+"
"98051823,2017-10-15 17:14:29,0,最近工作，学习，准备考试，房子装修……各种事情……很疲惫。睡个懒觉也成了一种奢侈……只有雷子的声音，让内心觉得温暖踏实～+"
"402655489,2017-10-15 16:10:26,0,新婚快乐+"
"505821410,2017-10-15 16:06:23,0,问题是老哥你不是他啊+"
"281517994,2017-10-15 16:00:15,0,这剧情，拍电视啊[大哭]+"
"48475125,2017-10-15 15:25:09,0,开往白石桥东+"
"31582289,2017-10-15 14:50:50,3,赵雷是什么样的boy反正就想嫁给这样的男孩子+"
"318249568,2017-10-15 14:05:18,3,没次听到这首歌都很激动 可能是因为他去酒吧唱了这首歌 并把视频发给我了的原因吧+"
"107361326,2017-10-15 13:53:39,0,今天+"
"436189381,2017-10-15 13:03:58,1,雷子的每一首诗都是故事+"
"358139403,2017-10-15 12:36:13,1,再过三个多月也要坐着北京到成都的火车回到大四川+"
"303659864,2017-10-15 12:18:41,1,因为爱你胜过所有，所以只要你说的任何质疑我对你的爱的言语我都会反应很强烈很激动。这或许是我在你面前唯一一点仅存的白羊脾气吧。今年12月我们将去北京。去趟鼓楼什刹海吧+"
"284119723,2017-10-15 12:03:51,0,我这下雨了，地点北方的老工业城市+"
"266685928,2017-10-15 11:38:06,0,还真不是  是恰好知道+"
"480956402,2017-10-15 11:05:05,1,未曾去过鼓楼，但我知道，那一切繁华定与我无关，我只想做个沉默不语的过客，靠着墙壁晒太阳且想念着妳！+"
"377683882,2017-10-15 10:02:54,2,我是个沉默不语的靠着车窗想念你的乘客[星星]+"
"442878084,2017-10-15 09:55:10,2,喜欢的人跟我说他最喜欢赵雷，赵雷的歌里他最喜欢南方姑娘和鼓楼，我说我也喜欢南方姑娘，却对鼓楼没有什么印象，所以我来了+"
"579950952,2017-10-15 09:51:34,0,南锣鼓巷+"
"365163497,2017-10-15 09:36:13,1,喜欢+"
"96252991,2017-10-15 09:23:01,0,生日快乐+"
"297435185,2017-04-05 23:34:44,0,理解错了[大哭]+"
"297435185,2017-04-05 23:33:56,0,歌词里的是北京的吧[呆]+"
"65763000,2017-04-05 23:07:32,5,合肥也有一个鼓楼，也有很多平凡的人。后面是合肥最奢侈的银泰，很多平凡人在里面装着b。+"
"370603007,2017-04-05 23:05:03,2,不知道为什么，听这个歌，就特别想去西安…也许有一天我真的到了西安，听着这首歌，不知道什么心情+"
"81566182,2017-04-05 22:57:58,1,宁波也有鼓楼[大哭]+"
"133669755,2017-04-05 22:45:03,4,前天晚上去鼓楼啦，正好放的你的这首歌。坐在后海的酒吧里，唱的还是你的民谣[爱心]+"
"268699674,2017-04-05 22:22:19,0,帮你一把+"
"3838732,2017-04-05 22:15:44,2,被室友安利了这首歌~+"
"3838732,2017-04-05 22:14:26,0,哎呀不小心看到了+"
"300905913,2017-04-05 21:47:52,2,悄悄说在这里，我其实好想抱着雷子撒个娇。+"
"99533283,2017-04-05 21:42:15,1,祝福祝福+"
"396147903,2017-04-05 21:37:54,0,six。six。six+"
"65596073,2017-04-05 19:21:14,1,哈哈+"
"65596073,2017-04-05 19:20:53,1,我去西安玩了三天，西安还不错[大笑]+"
"357051015,2017-04-05 18:52:17,3,唱民谣的赵雷最帅+"
"75783517,2017-04-05 18:45:51,1,哈哈哈+"
"402175320,2017-04-05 18:45:21,0,我知道啊，川农不就在雅安吗，他们还说川农占了半个雅安呢+"
"75783517,2017-04-05 18:44:30,0,你是哪的+"
"75783517,2017-04-05 18:44:20,0,你不晓得雅安？+"
"127090573,2017-04-05 18:37:42,0,震惊：男默女泪，街头某男子丧心病狂跪地乞讨居然是为了得到另一个男人的一样东西。+"
"297435185,2017-04-05 23:34:44,0,理解错了[大哭]+"
"297435185,2017-04-05 23:33:56,0,歌词里的是北京的吧[呆]+"
"65763000,2017-04-05 23:07:32,5,合肥也有一个鼓楼，也有很多平凡的人。后面是合肥最奢侈的银泰，很多平凡人在里面装着b。+"
"370603007,2017-04-05 23:05:03,2,不知道为什么，听这个歌，就特别想去西安…也许有一天我真的到了西安，听着这首歌，不知道什么心情+"
"81566182,2017-04-05 22:57:58,1,宁波也有鼓楼[大哭]+"
"133669755,2017-04-05 22:45:03,4,前天晚上去鼓楼啦，正好放的你的这首歌。坐在后海的酒吧里，唱的还是你的民谣[爱心]+"
"268699674,2017-04-05 22:22:19,0,帮你一把+"
"3838732,2017-04-05 22:15:44,2,被室友安利了这首歌~+"
"3838732,2017-04-05 22:14:26,0,哎呀不小心看到了+"
"300905913,2017-04-05 21:47:52,2,悄悄说在这里，我其实好想抱着雷子撒个娇。+"
"99533283,2017-04-05 21:42:15,1,祝福祝福+"
"396147903,2017-04-05 21:37:54,0,six。six。six+"
"65596073,2017-04-05 19:21:14,1,哈哈+"
"65596073,2017-04-05 19:20:53,1,我去西安玩了三天，西安还不错[大笑]+"
"357051015,2017-04-05 18:52:17,3,唱民谣的赵雷最帅+"
"75783517,2017-04-05 18:45:51,1,哈哈哈+"
"402175320,2017-04-05 18:45:21,0,我知道啊，川农不就在雅安吗，他们还说川农占了半个雅安呢+"
"75783517,2017-04-05 18:44:30,0,你是哪的+"
"75783517,2017-04-05 18:44:20,0,你不晓得雅安？+"
"127090573,2017-04-05 18:37:42,0,震惊：男默女泪，街头某男子丧心病狂跪地乞讨居然是为了得到另一个男人的一样东西。+"
"91993208,2017-02-14 15:45:01,3,一听到这首歌，便想起上个月在什刹海地铁站口也有个弹吉他唱民谣的年轻人，唱的挺好听，加油，希望你能成为下一个赵雷[可爱]+"
"112193519,2017-02-14 15:28:22,0,文青前来报到+"
"278698094,2017-02-14 14:56:10,1,同是天涯沦落狗 [狗]+"
"270933691,2017-02-14 14:54:30,2,第一次买专辑。3年前在KTV打暑假工的时候听到大屏幕上的《画》，从此爱上赵雷+"
"36118257,2017-02-14 14:47:54,0,哈哈，此情此景[大哭][大哭]真的是，惨绝人寰+"
"278698094,2017-02-14 14:47:04,1,南京也有鼓楼的 、[狗]+"
"380323128,2017-02-14 14:46:15,1,什么时候来遵义？+"
"278698094,2017-02-14 14:46:10,0,滴滴滴 怎么说 哎 滴滴滴 我能怎么说 被锤的石乐志[狗]+"
"93661398,2017-02-14 14:32:00,1,开往鼓楼大街方向的列车即将进站…+"
"36118257,2017-02-14 14:22:53,6,今天情人节，点开这首歌，就为了听那一句 ：这是个拥挤的地方，而我却很孤单+"
"123552906,2017-02-14 14:22:14,0,怎么说？+"
"120584600,2017-02-14 14:04:53,1,喜欢赵雷 不知道什么时候能来贵阳  +"
